obj_id,obj_title,obj_beginyear,obj_endyear,obj_medium,obj_dimensions,obj_inscription,obj_attribution,obj_class,loc_site,loc_room,loc_description,img_url
46664,Classical Head,1922.0,1922.0,oil on canvas,"overall: 61 x 50.2 cm (24 x 19 3/4 in.)
framed: 82.5 x 72 x 6.3 cm (32 1/2 x 28 3/8 x 2 1/2 in.)",upper right: Picasso / 22,Pablo Picasso,painting,East Building,EG-103-B,"East Bldg, Ground Gal 103B (Pod 2)","https://api.nga.gov/iiif/26833f2a-be4f-43cc-9216-b226c37557a3/full/!500,500/0/default.jpg"
46665,Family of Saltimbanques,1905.0,1905.0,oil on canvas,"overall: 212.8 x 229.6 cm (83 3/4 x 90 3/8 in.)
framed: 240.4 x 256.3 cm (94 5/8 x 100 7/8 in.)",lower right: Picasso,Pablo Picasso,painting,East Building,EM-217-C,"East Bldg, Mezz Gal 217C (Pod 1)","https://api.nga.gov/iiif/e2c4aa2b-08e4-490a-9a15-2d1cbd48670f/full/!500,500/0/default.jpg"
46666,Juggler with Still Life,1905.0,1905.0,gouache on cardboard,"overall: 100 x 69.9 cm (39 3/8 x 27 1/2 in.)
framed: 121.6 x 92.1 x 8.2 cm (47 7/8 x 36 1/4 x 3 1/4 in.)",lower left: Picasso,Pablo Picasso,painting,East Building,EM-217-C,"East Bldg, Mezz Gal 217C (Pod 1)","https://api.nga.gov/iiif/6fbf580c-b0a8-4f9a-8b10-b64e990a27c3/full/!500,500/0/default.jpg"
46667,The Lovers,1923.0,1923.0,oil on linen,"overall: 130.2 x 97.2 cm (51 1/4 x 38 1/4 in.)
framed: 161.9 x 128.3 cm (63 3/4 x 50 1/2 in.)",lower right: Picasso 23,Pablo Picasso,painting,East Building,EG-103-B,"East Bldg, Ground Gal 103B (Pod 2)","https://api.nga.gov/iiif/b5405348-9b4b-4fac-bb24-03c7915b7f22/full/!500,500/0/default.jpg"
46668,Dora Maar,1941.0,1941.0,oil on linen,"overall: 73 x 60.2 cm (28 3/4 x 23 11/16 in.)
framed: 102.9 x 89.5 x 5 cm (40 1/2 x 35 1/4 x 1 15/16 in.)",upper left: Picasso; on stretcher bar: 20 Aout 41.,Pablo Picasso,painting,East Building,EG-103-B,"East Bldg, Ground Gal 103B (Pod 2)","https://api.nga.gov/iiif/1a3b08ef-4707-4435-85b8-266511477d39/full/!500,500/0/default.jpg"
46669,Madame Picasso,1923.0,1923.0,oil on linen,"overall: 100.3 x 82 cm (39 1/2 x 32 5/16 in.)
framed: 123.2 x 104.5 x 5.7 cm (48 1/2 x 41 1/8 x 2 1/4 in.)",upper right: Picasso / 23,Pablo Picasso,painting,East Building,EG-103-B,"East Bldg, Ground Gal 103B (Pod 2)","https://api.nga.gov/iiif/1847f0f6-ed9d-4724-80e3-80066816d7cb/full/!500,500/0/default.jpg"
46670,Still Life,1918.0,1918.0,oil on canvas,"overall: 97.2 x 130.2 cm (38 1/4 x 51 1/4 in.)
framed: 134 x 167 x 8.2 cm (52 3/4 x 65 3/4 x 3 1/4 in.)",lower left: Picasso,Pablo Picasso,painting,East Building,EG-103-B,"East Bldg, Ground Gal 103B (Pod 2)","https://api.nga.gov/iiif/3cbe6c4a-79c1-479a-b0d3-3ac903c96310/full/!500,500/0/default.jpg"
46671,The Tragedy,1903.0,1903.0,oil on wood,"overall: 105.3 x 69 cm (41 7/16 x 27 3/16 in.)
framed: 127 x 90.8 x 8.9 cm (50 x 35 3/4 x 3 1/2 in.)",lower right: Picasso; upper right: 1903,Pablo Picasso,painting,East Building,EM-217-C,"East Bldg, Mezz Gal 217C (Pod 1)","https://api.nga.gov/iiif/e09a5191-9b76-469e-8eca-4a97e81a7331/full/!500,500/0/default.jpg"
46672,Two Youths,1906.0,1906.0,oil on canvas,"overall: 151.5 x 93.7 cm (59 5/8 x 36 7/8 in.)
framed: 182.3 x 121.9 x 6 cm (71 3/4 x 48 x 2 3/8 in.)",upper left: Picasso,Pablo Picasso,painting,East Building,EM-217-C,"East Bldg, Mezz Gal 217C (Pod 1)","https://api.nga.gov/iiif/4bff26e6-7bea-40bd-8a5c-d0169a67cabe/full/!500,500/0/default.jpg"
46691,Portrait of a Boy,1928.0,1928.0,oil on canvas,"overall: 92.1 x 65.1 cm (36 1/4 x 25 5/8 in.)
framed: 112.4 x 85.7 x 8.2 cm (44 1/4 x 33 3/4 x 3 1/4 in.)",lower left: Soutine,Chaim Soutine,painting,East Building,EG-103-D,"East Bldg, Ground Gal 103D (Pod 2)","https://api.nga.gov/iiif/25a1a526-db1c-4698-ba82-d35805eab4f7/full/!500,500/0/default.jpg"
49084,Clouds at Sunset,1953.0,1953.0,drypoint and aquatint in black,"plate: 22.86 × 35.24 cm (9 × 13 7/8 in.)
sheet: 27.94 × 43.18 cm (11 × 17 in.)",lower right in graphite: Gene Kloss,Gene Kloss,print,East Building,EG-106-A,"East Bldg, Ground Gal 106A (Pod 1)","https://api.nga.gov/iiif/ef2f9204-ff8c-430b-8e42-e62a31cf10f8/full/!500,500/0/default.jpg"
50258,Captain Samuel Chandler,1780.0,1780.0,oil on canvas,"overall: 139 x 121.7 cm (54 3/4 x 47 15/16 in.)
framed: 155.6 x 137.8 x 5.3 cm (61 1/4 x 54 1/4 x 2 1/16 in.)",,Winthrop Chandler,painting,West Building,M-063,West Main Floor Gallery 63,"https://api.nga.gov/iiif/9da2e325-d47a-43db-9d6a-056f9a44e67f/full/!500,500/0/default.jpg"
50289,Venus,1918.0,1928.0,bronze,overall: 175.5 x 60.2 x 42.3 cm (69 1/8 x 23 11/16 x 16 5/8 in.),proper right rear of base: AM (monogram); back of base: Alexis Rudier / Fondeur Paris,Aristide Maillol,sculpture,West Building,G-134,Fourth St Hallway,"https://api.nga.gov/iiif/4fa16006-e11b-4418-8bcb-bfedd31aa73d/full/!500,500/0/default.jpg"
50307,Dr. David Rogers,1788.0,1788.0,oil on canvas,"overall: 86.6 x 73.5 cm (34 1/8 x 28 15/16 in.)
framed: 100.7 x 87.6 x 4.1 cm (39 5/8 x 34 1/2 x 1 5/8 in.)",lower left: R.Earl / Pinxt / 1788,Ralph Earl,painting,West Building,G-042-C,West Ground Floor Gallery 42C,"https://api.nga.gov/iiif/e2baa45e-e85f-455f-bae5-d065a2671d1f/full/!500,500/0/default.jpg"
50308,"Martha Tennent Rogers (Mrs. David Rogers) and Her Son, probably Samuel Henry Rogers",1788.0,1788.0,oil on canvas,"overall: 86.4 x 73.3 cm (34 x 28 7/8 in.)
framed: 100.7 x 87.6 x 4.1 cm (39 5/8 x 34 1/2 x 1 5/8 in.)",lower left: R. Earl / 1788,Ralph Earl,painting,West Building,G-042-C,West Ground Floor Gallery 42C,"https://api.nga.gov/iiif/0b3c5fa4-a92f-4f81-81df-c9102fb33485/full/!500,500/0/default.jpg"
50750,Bird in Space,1925.0,1925.0,"marble, stone, and wood","overall (marble ""bird""): 181.9 x 13.7 x 16.2 cm (71 5/8 x 5 3/8 x 6 3/8 in.)
overall (total height of bird and bases): 344.6 cm (135 11/16 in.)
overall (height of both stone bases): 44.8 cm (17 5/8 in.)
overall (height of wood base): 120 cm (47 1/4 in.)",,Constantin Brancusi,sculpture,East Building,EU-415-C,"East Bldg, Upr Lvl Gal 415C (Pod 1)","https://api.nga.gov/iiif/f1962407-aacb-40da-aebf-3374d729eff2/full/!500,500/0/default.jpg"
50751,Agnes E. Meyer,1929.0,1929.0,marble,"overall (total height of sculpture and bases): 230.1 cm (90 9/16 in.)
overall (sculpture): 134 × 24.8 × 32.7 cm (52 3/4 × 9 3/4 × 12 7/8 in.)
overall (square base): 34.9 × 45.09 × 45.09 cm (13 3/4 × 17 3/4 × 17 3/4 in.)
overall (cylindrical base): 61.3 × 30.8 cm (24 1/8 × 12 1/8 in.)
gross weight (sculpture and bases): 870 lb. (394.629 kg)
gross weight (sculpture): 283 lb. (128.368 kg)
gross weight (square base): 319 lb. (144.697 kg)
gross weight (cylindrical base): 268 lb. (121.564 kg)",,Constantin Brancusi,sculpture,East Building,EU-415-C,"East Bldg, Upr Lvl Gal 415C (Pod 1)","https://api.nga.gov/iiif/31f5dd7d-847e-4bd9-ad8a-218a12324ff5/full/!500,500/0/default.jpg"
50844,Dying Centaur,1869.0,1869.0,bronze,overall: 65.4 x 65.1 x 54.6 cm (25 3/4 x 25 5/8 x 21 1/2 in.),"inscribed on top of base, between hooves: W. Rimmer; inscribed on vertical edge of base by tail: [copyright symbol] / Cast by Kennedy Galleries Inc. 1967 / #2/15",William Rimmer,sculpture,West Building,G-008,West Ground Floor Gallery 8,"https://api.nga.gov/iiif/c0acca49-0b5e-4067-bb37-86f989cbf3e9/full/!500,500/0/default.jpg"
51108,Sitting Figure,1932.0,1932.0,marble,overall: 57.9 x 32.2 x 41.1 cm (22 13/16 x 12 11/16 x 16 3/16 in.),underside of base: MAURICE STERNE / FIRST VERSION / 1932,Maurice Sterne,sculpture,West Building,G-006,West Ground Floor Gallery 6,"https://api.nga.gov/iiif/96fdee9b-75fa-4627-8632-52aa65e7e8e2/full/!500,500/0/default.jpg"
51137,Mlle Dominique Jeanès,1925.0,1925.0,terracotta,overall: 23 x 12.6 x 13.9 cm (9 1/16 x 4 15/16 x 5 1/2 in.),"on back, bottom: 1925 / C. Despiau",Charles Despiau,sculpture,West Building,G-005,West Ground Floor Gallery 5,"https://api.nga.gov/iiif/a214df11-f779-44d4-8b2b-479f7aeb1924/full/!500,500/0/default.jpg"
52150,The Artist's Sister and Her Children,1898.0,1898.0,oil on cardboard on wood,"overall: 30.5 x 25.4 cm (12 x 10 in.)
framed: 52.7 x 47 x 12.1 cm (20 3/4 x 18 1/2 x 4 3/4 in.)",upper left: 98 Bonnard,Pierre Bonnard,painting,East Building,EG-103-C,"East Bldg, Ground Gal 103C (Pod 2)","https://api.nga.gov/iiif/680d32c6-7ab1-490d-bf70-2c8a7164665c/full/!500,500/0/default.jpg"
52151,The Green Table,1910.0,1910.0,oil on canvas,"overall: 51 x 65 cm (20 1/16 x 25 9/16 in.)
framed: 77 x 90.5 x 9.5 cm (30 5/16 x 35 5/8 x 3 3/4 in.)",lower right with atelier stamp: Bonnard,Pierre Bonnard,painting,East Building,EG-103-E,"East Bldg, Ground Gal 103E (Pod 2)","https://api.nga.gov/iiif/a8d418e1-8588-4567-9e20-e92ffdd64701/full/!500,500/0/default.jpg"
52154,A Spring Landscape,1935.0,1935.0,oil on canvas,"overall: 67 x 103 cm (26 3/8 x 40 9/16 in.)
framed: 95.9 x 131.4 x 7.6 cm (37 3/4 x 51 3/4 x 3 in.)",lower left with atelier stamp: Bonnard,Pierre Bonnard,painting,East Building,EG-103-E,"East Bldg, Ground Gal 103E (Pod 2)","https://api.nga.gov/iiif/32e4c9cf-be93-4ccf-8bae-f7048d789838/full/!500,500/0/default.jpg"
52184,Still Life,1905.0,1905.0,oil on cardboard on wood,"overall: 17 x 24.8 cm (6 11/16 x 9 3/4 in.)
framed: 46.3 x 53 x 7.6 cm (18 1/4 x 20 7/8 x 3 in.)",upper right: Henri-Matisse,Henri Matisse,painting,East Building,EG-103-E,"East Bldg, Ground Gal 103E (Pod 2)","https://api.nga.gov/iiif/06ef1671-16e0-4706-b7c7-7cb85e4d9002/full/!500,500/0/default.jpg"
52235,Woman at Her Toilette,1891.0,1891.0,oil on cardboard,"overall: 22.5 x 20.9 cm (8 7/8 x 8 1/4 in.)
framed: 40.9 x 40.6 x 6.3 cm (16 1/8 x 16 x 2 1/2 in.)",lower right with atelier stamp: E Vuillard,Edouard Vuillard,painting,East Building,EG-103-C,"East Bldg, Ground Gal 103C (Pod 2)","https://api.nga.gov/iiif/49f2a9e6-4aed-4ab5-98ce-993a0a6de58b/full/!500,500/0/default.jpg"
52350,Ailsa Mellon Bruce,1926.0,1926.0,oil on canvas,"overall: 122.2 x 96.6 cm (48 1/8 x 38 1/16 in.)
framed: 142.2 x 116.2 cm (56 x 45 3/4 in.)",lower right: de László / 1926. III.,Philip  Alexius de László,painting,West Building,M-113,Founder's Room,"https://api.nga.gov/iiif/3b0a1f8f-b585-4475-a1a9-5960c066f23b/full/!500,500/0/default.jpg"
52380,Self-Portrait,1948.0,1948.0,oil on hardboard,"overall: 120.7 x 90.8 cm (47 1/2 x 35 3/4 in.)
framed: 142.9 x 113 x 5 cm (56 1/4 x 44 1/2 x 1 15/16 in.)",lower center: SIQUEIROS / 5-1948,David Alfaro Siqueiros,painting,East Building,EU-407-B,"East Bldg, Upr Lvl Gal 407B (North Bridge)","https://api.nga.gov/iiif/de711854-181d-4749-ae22-30bfa44b95cc/full/!500,500/0/default.jpg"
52382,The Aero,1914.0,1914.0,oil on canvas,"overall: 100.3 x 81.2 cm (39 1/2 x 31 15/16 in.)
framed: 106.7 x 87.7 cm (42 x 34 1/2 in.)",,Marsden Hartley,painting,East Building,EU-415-A,"East Bldg, Upr Lvl Gal 415A (Pod 1)","https://api.nga.gov/iiif/1f778ca6-82a0-470f-82d3-9cea2a6fdcc7/full/!500,500/0/default.jpg"
52392,Balm,1964.0,1964.0,oil on canvas,"overall: 195 x 195 cm (76 3/4 x 76 3/4 in.)
framed: 196.2 x 196.2 x 3.8 cm (77 1/4 x 77 1/4 x 1 1/2 in.)",,Bridget Riley,painting,East Building,EU-407-C,"East Bldg, Upr Lvl Gal 407C (North Bridge)","https://api.nga.gov/iiif/077b1727-d8ba-4171-bc61-0ec7719752bd/full/!500,500/0/default.jpg"
52398,Pastry Chef,1923.0,1923.0,oil on canvas,"overall: 64.5 x 48.3 cm (25 3/8 x 19 in.)
framed: 90.1 x 74.3 x 9.5 cm (35 1/2 x 29 1/4 x 3 3/4 in.)",upper right: Soutine,Chaim Soutine,painting,East Building,EG-103-D,"East Bldg, Ground Gal 103D (Pod 2)","https://api.nga.gov/iiif/fd54c1a5-bae7-42e3-9a5b-6eb9cda7b22f/full/!500,500/0/default.jpg"
52493,Puma (looking left),1948.0,1948.0,bronze,"overall: 93.9 × 42.3 × 64.2 cm (36 15/16 × 16 5/8 × 25 1/4 in.)
gross weight: 66.679 kg (147 lb.)",top left side: William Zorach.1948-2/6,William Zorach,sculpture,West Building,G-138-A,Fourth St Elevator Lobby,"https://api.nga.gov/iiif/737aa7f1-643c-4fcc-8acd-455c1c87948c/full/!500,500/0/default.jpg"
52494,Puma (looking right),1948.0,1948.0,bronze,overall: 93.6 x 38.4 x 68.3 cm (36 7/8 x 15 1/8 x 26 7/8 in.),left front corner of base: William Zorach 2/6 / 1948,William Zorach,sculpture,West Building,G-138-A,Fourth St Elevator Lobby,"https://api.nga.gov/iiif/d9da496b-7572-4495-bca4-4ac1d873d346/full/!500,500/0/default.jpg"
52614,"Tableau No. IV; Lozenge Composition with Red, Gray, Blue, Yellow, and Black",1924.0,1925.0,oil on canvas,"overall (diamond): 142.8 x 142.3 cm (56 1/4 x 56 in.)
framed: 150.8 x 150.5 x 6.3 cm (59 3/8 x 59 1/4 x 2 1/2 in.)",lower center: PM,Piet Mondrian,painting,East Building,EU-415-C,"East Bldg, Upr Lvl Gal 415C (Pod 1)","https://api.nga.gov/iiif/262b6aad-9869-45af-b33c-d3d41964203a/full/!500,500/0/default.jpg"
53085,Genesis,1942.0,1942.0,oil on canvas,"overall: 71.1 x 91.4 cm (28 x 36 in.)
framed: 77.4 x 97.8 x 3.8 cm (30 1/2 x 38 1/2 x 1 1/2 in.)",,Matta,painting,East Building,EU-407-B,"East Bldg, Upr Lvl Gal 407B (North Bridge)","https://api.nga.gov/iiif/0365f216-a97d-4174-bec1-21175b071231/full/!500,500/0/default.jpg"
53090,A Boy for Meg,1962.0,1962.0,oil and egg emulsion on canvas,"overall: 182.9 x 132.1 cm (72 x 52 in.)
framed: 184.5 x 133.7 cm (72 5/8 x 52 5/8 in.)","upper left reverse, on the fabric in black marker: ANDY WARHOL/62; upper left reverse, on the stretcher in black marker: ANDY WARHOL 62",Andy Warhol,painting,East Building,EU-407-D,"East Bldg, Upr Lvl Gal 407D (North Bridge)","https://api.nga.gov/iiif/edbfe342-3644-4ae7-a12b-890a4d4db9a4/full/!500,500/0/default.jpg"
53100,Stretch of Black III,1961.0,1961.0,oil on canvas,"overall: 61.1 x 48.2 cm (24 1/16 x 19 in.)
framed: 69.2 x 57.9 x 6 cm (27 1/4 x 22 13/16 x 2 3/8 in.)",,Leon Polk Smith,painting,East Building,EU-406-A,"East Bldg, Upr Lvl Gal 406A (Pod 2)","https://api.nga.gov/iiif/48667124-f717-40be-ab09-db23badfe062/full/!500,500/0/default.jpg"
53136,Still Life with Pineapple,1924.0,1924.0,oil on canvas,"overall: 50.5 x 61.5 cm (19 7/8 x 24 3/16 in.)
framed: 74.9 x 86.3 x 10.1 cm (29 1/2 x 34 x 4 in.)",lower right: Henri-Matisse,Henri Matisse,painting,East Building,EG-103-E,"East Bldg, Ground Gal 103E (Pod 2)","https://api.nga.gov/iiif/2fc358c3-c734-4644-bb5b-7e62abe7a03a/full/!500,500/0/default.jpg"
53152,Candelabrum: Swan Among Rushes,1750.0,1750.0,porcelain,overall size: 69.2 x 59 x 40 cm (27 1/4 x 23 1/4 x 15 3/4 in.),at back of base: (Meissen porcelain crossed swords),"design by Johann Joachim Kaendler, manufactured by Staatliche Porzellan-Manufaktur Meissen GmbH",decorative art,West Building,G-012,West Ground Floor Gallery 12,"https://api.nga.gov/iiif/c066b338-a3f9-4c7c-86d9-ab60e1b92931/full/!500,500/0/default.jpg"
53154,Candelabrum: Swan Among Rushes,1750.0,1750.0,porcelain,overall size: 68.6 x 61.6 x 45.1 cm (27 x 24 1/4 x 17 3/4 in.),at back of base: (Meissen porcelain crossed swords),"design by Johann Joachim Kaendler, manufactured by Staatliche Porzellan-Manufaktur Meissen GmbH",decorative art,West Building,G-012,West Ground Floor Gallery 12,"https://api.nga.gov/iiif/91883934-ada8-4480-86b2-2220182d0370/full/!500,500/0/default.jpg"
53378,Nude Woman,1910.0,1910.0,oil on canvas,"overall: 187.3 x 61 cm (73 3/4 x 24 in.)
framed: 215.3 x 88.9 x 6.9 cm (84 3/4 x 35 x 2 11/16 in.)",lower center: Picasso,Pablo Picasso,painting,East Building,EM-217-B,"East Bldg, Mezz Gal 217B (Pod 1)","https://api.nga.gov/iiif/c52730ee-b6ff-4e95-a7c1-168bdebbd234/full/!500,500/0/default.jpg"
53536,Boîte-en-valise,1961.0,1961.0,"green linen-covered case containing 68 miniature replicas, photographs, black-and-white and color reproductions of works by Marcel Duchamp","overall (closed): 40.5 × 37.2 × 8.6 cm (15 15/16 × 14 5/8 × 3 3/8 in.)
overall (open): 88.3 × 37.2 × 40.3 cm (34 3/4 × 14 5/8 × 15 7/8 in.)","""Marcel Duchamp"" interior bottom of case, blue ballpoint pen.
""Pour Mr. and Mrs. Burton Tremaine / Love affection / Marcel Duchamp / 1965"" interior bottom of case, graphite.",Marcel Duchamp,sculpture,East Building,EC-029-A,"East Bldg, Concourse Gallery 29A","https://api.nga.gov/iiif/89d569cb-d2c6-4036-8e45-f602ef38e2b9/full/!500,500/0/default.jpg"
53863,The Invisible Object (Hands Holding the Void),1934.0,1935.0,bronze,overall: 153 x 32.6 x 29.8 cm (60 1/4 x 12 13/16 x 11 3/4 in.),"Inscribed, top rear of bottom base: Alberto Giacometti / 1935; on rear face of bottom base: 3/6 / Alexis.Rudier / Fondeur.Paris",Alberto Giacometti,sculpture,East Building,EU-415-B,"East Bldg, Upr Lvl Gal 415B (Pod 1)","https://api.nga.gov/iiif/8220b6e8-8012-4c32-8406-07f11f404917/full/!500,500/0/default.jpg"
55185,To Monte Alban,1942.0,1942.0,lithograph in black on Serir wove paper,sheet: 60.96 × 48.26 cm (24 × 19 in.),,Josef Albers,print,East Building,EC-029-C,"East Bldg, Concourse Gallery 29C","https://api.nga.gov/iiif/486d33a2-1c1c-4e7b-b909-86ec9f95a6cb/full/!500,500/0/default.jpg"
55507,Untitled,1964.0,1964.0,enamel on canvas,"overall: 152.4 x 127.1 cm (60 x 50 1/16 in.)
framed: 154.9 x 129.5 cm (61 x 51 in.)",,Lorser Feitelson,painting,East Building,EU-406-A,"East Bldg, Upr Lvl Gal 406A (Pod 2)","https://api.nga.gov/iiif/43725dba-9d97-4843-9dd3-ee04cb2c9674/full/!500,500/0/default.jpg"
55508,Two Nudes,1911.0,1911.0,plaster,overall: 121.5 x 149.2 x 9.6 cm (47 13/16 x 58 3/4 x 3 3/4 in.),,Elie Nadelman,sculpture,West Building,G-005,West Ground Floor Gallery 5,"https://api.nga.gov/iiif/2bcdc485-43f7-4294-be39-cad2a21cad61/full/!500,500/0/default.jpg"
55603,The Clown,1959.0,1959.0,oil on canvas,"overall: 117.2 x 116.9 cm (46 1/8 x 46 in.)
framed: 118.7 x 118.4 x 4.4 cm (46 3/4 x 46 5/8 x 1 3/4 in.)",lower right: Kenneth Noland / 1959,Kenneth Noland,painting,East Building,EU-407-C,"East Bldg, Upr Lvl Gal 407C (North Bridge)","https://api.nga.gov/iiif/0953702b-e53a-4fd0-a7c0-0b928b588b4f/full/!500,500/0/default.jpg"
55618,Nymph of the Fields,1915.0,1915.0,marble,"overall: 169.3 × 49 × 49.5 cm, 510 lb. (66 5/8 × 19 5/16 × 19 1/2 in., 231.334 kg)","on base, outside edge under proper left foot: PITTALUGA (chip at upper part of L and U)",Carlo Pittaluga,sculpture,West Building,G-045,West Ground Floor Gallery 45,"https://api.nga.gov/iiif/abb37722-42c8-4504-b116-5ba43d88c765/full/!500,500/0/default.jpg"
55619,Nymph of the Woods,1915.0,1915.0,marble,"overall: 168.3 × 58.3 × 50.8 cm, 504 lb. (66 1/4 × 22 15/16 × 20 in., 228.613 kg)","on base, outside edge under proper left foot: PITTALUGA",Carlo Pittaluga,sculpture,West Building,G-045,West Ground Floor Gallery 45,"https://api.nga.gov/iiif/daa49f0c-2e0e-4c5a-a62a-1e50b8f2f426/full/!500,500/0/default.jpg"
55697,Model for East Building Mobile,1972.0,1972.0,painted aluminum and steel wire,overall: 28.9 x 69.2 cm (11 3/8 x 27 1/4 in.),,Alexander Calder,sculpture,East Building,ET-606,"East Bldg, Tower Gallery 606","https://api.nga.gov/iiif/1cb06e12-58ae-44cc-a6f1-4bfe2e4e1cb2/full/!500,500/0/default.jpg"
55741,Study for a Running Dog,1954.0,1954.0,oil on canvas,"overall: 152.7 x 116.7 cm (60 1/8 x 45 15/16 in.)
framed: 160 x 123.8 x 5 cm (63 x 48 3/4 x 1 15/16 in.)",,Francis Bacon,painting,East Building,EU-407-A,"East Bldg, Upr Lvl Gal 407A (North Bridge)","https://api.nga.gov/iiif/9b575b00-70d3-480c-979c-47f91e43da70/full/!500,500/0/default.jpg"
55819,"Number 1, 1950 (Lavender Mist)",1950.0,1950.0,"oil, enamel, and aluminum on canvas","overall: 221 x 299.7 cm (87 x 118 in.)
framed: 223.5 x 302.3 x 3.8 cm (88 x 119 x 1 1/2 in.)",lower left: Jackson Pollock '50,Jackson Pollock,painting,East Building,EU-407-B,"East Bldg, Upr Lvl Gal 407B (North Bridge)","https://api.nga.gov/iiif/accfaa20-6bb3-4c02-9f35-ffbf1fcd1584/full/!500,500/0/default.jpg"
55959,False Start I,1962.0,1962.0,11-color lithograph (stone) on Rives BFK paper,"image (irregular): 45.7 x 35.6 cm (18 x 14 in.)
sheet: 76.2 x 56.8 cm (30 x 22 3/8 in.)","in graphite below image, lower left: 19/38 I, in red colored pencil, lower right: J. Johns '62",Jasper Johns,print,East Building,EC-029-E,"East Bldg, Concourse Gallery 29E","https://api.nga.gov/iiif/4499313c-34ef-490e-b7e7-d4c4aecfb9f0/full/!500,500/0/default.jpg"
55960,False Start II,1962.0,1962.0,11-color lithograph (stone) on A. Millbourn & Co. paper,"image (irregular): 45.7 x 35.6 cm (18 x 14 in.)
sheet: 76.8 x 57.2 cm (30 1/4 x 22 1/2 in.)",in graphite below image: lower left: 20/30 II; lower right: in blue colored pencil: J. Johns '62,Jasper Johns,print,East Building,EC-029-E,"East Bldg, Concourse Gallery 29E","https://api.nga.gov/iiif/4efb728a-02cf-41f1-a785-bbe0251d5f94/full/!500,500/0/default.jpg"
56100,Great Rock of Inner Seeking,1974.0,1974.0,basalt,"overall: 324.8 x 158.4 x 88.9 cm (127 7/8 x 62 3/8 x 35 in.)
base: 54 x 149.9 x 98.4 cm (21 1/4 x 59 x 38 3/4 in.)
gross weight (sculpture): 5.000 tn
gross weight (base): 2.000 tn","on back, bottom: IN / 74",Isamu Noguchi,sculpture,East Building,EG-100,"East Bldg, Central Atrium","https://api.nga.gov/iiif/20e46356-82dc-4926-bbc2-7328e074d625/full/!500,500/0/default.jpg"
56110,1-33,1962.0,1962.0,acrylic on canvas,"overall: 210.7 x 137.2 cm (82 15/16 x 54 in.)
framed: 214.6 x 141 cm (84 1/2 x 55 1/2 in.)","lower edge reverse, along the raw sienna stripe: M Louis",Morris Louis,painting,East Building,EU-407-C,"East Bldg, Upr Lvl Gal 407C (North Bridge)","https://api.nga.gov/iiif/44933ec4-6813-46eb-ab48-c50098469eaa/full/!500,500/0/default.jpg"
56172,Suprematist Construction Montage,1915.0,1916.0,"painted wood, metal and cardboard",overall: 69.8 x 48.7 x 7 cm (27 1/2 x 19 3/16 x 2 3/4 in.),,Ivan Puni,sculpture,East Building,EU-415-A,"East Bldg, Upr Lvl Gal 415A (Pod 1)","https://api.nga.gov/iiif/e03b11a3-c6cb-4dda-af2c-ba76a521dbdb/full/!500,500/0/default.jpg"
56290,The Forest,1916.0,1916.0,carved and painted wood,overall: 32.7 x 19.7 x 7.6 cm (12 7/8 x 7 3/4 x 3 in.),,Jean Arp,sculpture,East Building,EU-415-B,"East Bldg, Upr Lvl Gal 415B (Pod 1)","https://api.nga.gov/iiif/6daee97b-9bf9-4d34-9f7d-a710f702a47d/full/!500,500/0/default.jpg"
56308,America,1970.0,1970.0,cor-ten steel,"overall: 762 × 365.8 × 121.9 cm (300 × 144 × 48 in.)
gross weight: 1678.309 kg (3700 lb.)",,Alfredo Halegua,sculpture,Sculpture Garden (WSG),SE-Quad,Sculpture Garden - SE,"https://api.nga.gov/iiif/191f253f-48c0-4403-ac58-d9c525432ca0/full/!500,500/0/default.jpg"
56339,The Chariot,1950.0,1950.0,bronze,overall: 164.1 x 68.6 x 67 cm (64 5/8 x 27 x 26 3/8 in.),"inscribed on plate, left edge, right corner: A. Giacometti;  back of plate, left: 6/6;  back of plate, right: Alexis Rudier / Fondeur Paris",Alberto Giacometti,sculpture,East Building,EU-407-A,"East Bldg, Upr Lvl Gal 407A (North Bridge)","https://api.nga.gov/iiif/cd490dbf-f619-41d4-9f0c-cad40622598b/full/!500,500/0/default.jpg"
56340,The City Square,1948.0,1949.0,bronze,overall: 24 x 64.7 x 43.4 cm (9 7/16 x 25 1/2 x 17 1/16 in.),"Edge of base, left back: 4/6 A. Giacometti; on base, right front corner: (underlined) Alex Rudier / Fondeur.Paris",Alberto Giacometti,sculpture,East Building,EU-407-B,"East Bldg, Upr Lvl Gal 407B (North Bridge)","https://api.nga.gov/iiif/0a45bf72-145a-4d67-98ad-e3329c44151e/full/!500,500/0/default.jpg"
56341,The Forest,1950.0,1950.0,painted bronze,overall: 55.8 x 61.1 x 48.9 cm (21 15/16 x 24 1/16 x 19 1/4 in.),"on base, right front: A. Giacometti 6/6; on base, back left: Alexis Rudier / Fondeur.Paris",Alberto Giacometti,sculpture,East Building,EU-407-B,"East Bldg, Upr Lvl Gal 407B (North Bridge)","https://api.nga.gov/iiif/d0b0a8d1-80fb-463d-a570-b692b750aebe/full/!500,500/0/default.jpg"
